"DBN","School.Name","Year","Total.Enrollment","Grade.PK","Grade.K","Grade.1","Grade.2","Grade.3","Grade.4","Grade.5","Grade.6","Grade.7","Grade.8","Grade.9","Grade.10","Grade.11","Grade.12","X..Female","X..Female.1","X..Male","X..Male.1","X..Asian","X..Asian.1","X..Black","X..Black.1","X..Hispanic","X..Hispanic.1","X..Other","X..Other.1","X..White","X..White.1","X..Students.with.Disabilities","X..Students.with.Disabilities.1","X..English.Language.Learners","X..English.Language.Learners.1","X..Poverty","X..Poverty.1"
"16K057","J.H.S. 057 Whitelaw Reid","2013-14",213,0,0,0,0,0,0,0,58,65,90,0,0,0,0,105,"49.3%",108,"50.7%",2,"0.9%",151,"70.9%",56,"26.3%",2,"0.9%",2,"0.9%",60,"28.2%",11,"5.2%",213,"100.0%"
"16K057","J.H.S. 057 Whitelaw Reid","2014-15",179,0,0,0,0,0,0,0,52,61,66,0,0,0,0,86,"48.0%",93,"52.0%",3,"1.7%",127,"70.9%",47,"26.3%",2,"1.1%",0,"0.0%",57,"31.8%",13,"7.3%",179,"100.0%"
"16K057","J.H.S. 057 Whitelaw Reid","2015-16",169,0,0,0,0,0,0,0,65,50,54,0,0,0,0,77,"45.6%",92,"54.4%",0,"0.0%",112,"66.3%",54,"32.0%",2,"1.2%",1,"0.6%",51,"30.2%",5,"3.0%",169,"100.0%"
"16K081","P.S. 081 Thaddeus Stevens","2011-12",389,32,40,57,76,57,65,62,0,0,0,0,0,0,0,170,"43.7%",219,"56.3%",2,"0.5%",272,"69.9%",110,"28.3%",2,"0.5%",3,"0.8%",123,"31.6%",24,"6.2%",357,"91.8%"
"16K081","P.S. 081 Thaddeus Stevens","2012-13",399,35,44,52,66,69,72,61,0,0,0,0,0,0,0,177,"44.4%",222,"55.6%",1,"0.3%",266,"66.7%",129,"32.3%",3,"0.8%",0,"0.0%",104,"26.1%",34,"8.5%",371,"93.0%"
"16K081","P.S. 081 Thaddeus Stevens","2013-14",383,34,59,51,51,61,64,63,0,0,0,0,0,0,0,185,"48.3%",198,"51.7%",4,"1.0%",243,"63.4%",126,"32.9%",9,"2.3%",1,"0.3%",117,"30.5%",32,"8.4%",358,"93.5%"
"16K081","P.S. 081 Thaddeus Stevens","2014-15",324,24,56,46,43,48,53,54,0,0,0,0,0,0,0,154,"47.5%",170,"52.5%",4,"1.2%",187,"57.7%",123,"38.0%",10,"3.1%",0,"0.0%",100,"30.9%",25,"7.7%",291,"89.8%"
"16K081","P.S. 081 Thaddeus Stevens","2015-16",304,19,51,49,40,48,46,51,0,0,0,0,0,0,0,149,"49.0%",155,"51.0%",8,"2.6%",171,"56.3%",115,"37.8%",10,"3.3%",0,"0.0%",81,"26.6%",24,"7.9%",283,"93.1%"
"16K243","P.S. 243K- The Weeksville School","2011-12",357,32,45,56,44,66,61,53,0,0,0,0,0,0,0,196,"54.9%",161,"45.1%",8,"2.2%",279,"78.2%",68,"19.0%",0,"0.0%",2,"0.6%",78,"21.8%",10,"2.8%",340,"95.2%"
"16K243","P.S. 243K- The Weeksville School","2012-13",330,31,42,44,61,34,58,60,0,0,0,0,0,0,0,171,"51.8%",159,"48.2%",10,"3.0%",250,"75.8%",67,"20.3%",1,"0.3%",2,"0.6%",72,"21.8%",7,"2.1%",320,"97.0%"
"16K243","P.S. 243K- The Weeksville School","2013-14",286,36,36,42,52,48,31,41,0,0,0,0,0,0,0,145,"50.7%",141,"49.3%",12,"4.2%",204,"71.3%",68,"23.8%",1,"0.3%",1,"0.3%",66,"23.1%",9,"3.1%",279,"97.6%"
"16K243","P.S. 243K- The Weeksville School","2014-15",260,26,42,43,36,44,46,23,0,0,0,0,0,0,0,133,"51.2%",127,"48.8%",14,"5.4%",194,"74.6%",50,"19.2%",2,"0.8%",0,"0.0%",62,"23.8%",9,"3.5%",244,"93.8%"
"16K243","P.S. 243K- The Weeksville School","2015-16",272,25,37,42,46,36,47,39,0,0,0,0,0,0,0,145,"53.3%",127,"46.7%",12,"4.4%",191,"70.2%",60,"22.1%",8,"2.9%",1,"0.4%",64,"23.5%",6,"2.2%",258,"94.9%"
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","2011-12",438,20,63,43,44,38,38,61,74,57,0,0,0,0,0,234,"53.4%",204,"46.6%",6,"1.4%",373,"85.2%",59,"13.5%",0,"0.0%",0,"0.0%",78,"17.8%",11,"2.5%",401,"91.6%"
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","2012-13",518,20,60,53,50,50,47,45,65,68,60,0,0,0,0,271,"52.3%",247,"47.7%",7,"1.4%",429,"82.8%",79,"15.3%",0,"0.0%",3,"0.6%",95,"18.3%",13,"2.5%",477,"92.1%"
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","2013-14",504,20,53,56,50,52,46,38,65,55,69,0,0,0,0,262,"52.0%",242,"48.0%",7,"1.4%",437,"86.7%",58,"11.5%",0,"0.0%",2,"0.4%",97,"19.2%",8,"1.6%",468,"92.9%"
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","2014-15",467,20,50,47,46,49,55,39,57,62,42,0,0,0,0,248,"53.1%",219,"46.9%",10,"2.1%",396,"84.8%",56,"12.0%",1,"0.2%",4,"0.9%",84,"18.0%",16,"3.4%",427,"91.4%"
"16K262","P.S. 262 El Hajj Malik El Shabazz Elementary School","2015-16",437,19,30,49,37,39,45,48,68,41,61,0,0,0,0,226,"51.7%",211,"48.3%",6,"1.4%",365,"83.5%",59,"13.5%",0,"0.0%",7,"1.6%",92,"21.1%",17,"3.9%",407,"93.1%"
"16K267","M.S. 267 Math, Science & Technology","2011-12",339,0,0,0,0,0,0,0,116,120,103,0,0,0,0,136,"40.1%",203,"59.9%",8,"2.4%",254,"74.9%",64,"18.9%",11,"3.2%",2,"0.6%",97,"28.6%",25,"7.4%",321,"94.7%"
"16K267","M.S. 267 Math, Science & Technology","2012-13",315,0,0,0,0,0,0,0,93,112,110,0,0,0,0,137,"43.5%",178,"56.5%",6,"1.9%",233,"74.0%",57,"18.1%",15,"4.8%",4,"1.3%",95,"30.2%",17,"5.4%",294,"93.3%"
"16K267","M.S. 267 Math, Science & Technology","2013-14",291,0,0,0,0,0,0,0,78,104,109,0,0,0,0,129,"44.3%",162,"55.7%",9,"3.1%",224,"77.0%",49,"16.8%",5,"1.7%",4,"1.4%",84,"28.9%",16,"5.5%",262,"90.0%"
"16K267","M.S. 267 Math, Science & Technology","2014-15",227,0,0,0,0,0,0,0,57,78,92,0,0,0,0,108,"47.6%",119,"52.4%",5,"2.2%",161,"70.9%",37,"16.3%",16,"7.0%",8,"3.5%",75,"33.0%",12,"5.3%",198,"87.2%"
"16K267","M.S. 267 Math, Science & Technology","2015-16",182,0,0,0,0,0,0,0,40,66,76,0,0,0,0,82,"45.1%",100,"54.9%",4,"2.2%",114,"62.6%",45,"24.7%",13,"7.1%",6,"3.3%",59,"32.4%",19,"10.4%",154,"84.6%"
"16K308","P.S. 308 Clara Cardwell","2011-12",644,14,39,38,43,61,67,84,115,93,90,0,0,0,0,329,"51.1%",315,"48.9%",12,"1.9%",534,"82.9%",84,"13.0%",8,"1.2%",6,"0.9%",152,"23.6%",32,"5.0%",552,"85.7%"
"16K308","P.S. 308 Clara Cardwell","2012-13",539,9,35,32,32,44,60,58,77,101,91,0,0,0,0,277,"51.4%",262,"48.6%",14,"2.6%",446,"82.7%",69,"12.8%",8,"1.5%",2,"0.4%",137,"25.4%",28,"5.2%",488,"90.5%"
"16K308","P.S. 308 Clara Cardwell","2013-14",461,13,30,35,32,34,42,48,64,72,91,0,0,0,0,240,"52.1%",221,"47.9%",10,"2.2%",373,"80.9%",71,"15.4%",6,"1.3%",1,"0.2%",137,"29.7%",20,"4.3%",436,"94.6%"
"16K308","P.S. 308 Clara Cardwell","2014-15",434,34,34,31,33,36,30,43,62,61,70,0,0,0,0,216,"49.8%",218,"50.2%",8,"1.8%",342,"78.8%",78,"18.0%",3,"0.7%",3,"0.7%",110,"25.3%",21,"4.8%",377,"86.9%"
"16K308","P.S. 308 Clara Cardwell","2015-16",361,16,25,28,28,34,31,25,53,58,63,0,0,0,0,168,"46.5%",193,"53.5%",8,"2.2%",280,"77.6%",68,"18.8%",4,"1.1%",1,"0.3%",101,"28.0%",17,"4.7%",302,"83.7%"
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","2011-12",361,35,60,50,62,63,41,50,0,0,0,0,0,0,0,165,"45.7%",196,"54.3%",14,"3.9%",254,"70.4%",89,"24.7%",3,"0.8%",1,"0.3%",81,"22.4%",21,"5.8%",322,"89.2%"
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","2012-13",328,32,48,57,42,60,55,34,0,0,0,0,0,0,0,161,"49.1%",167,"50.9%",10,"3.0%",228,"69.5%",84,"25.6%",4,"1.2%",2,"0.6%",74,"22.6%",22,"6.7%",287,"87.5%"
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","2013-14",288,30,38,44,49,39,46,42,0,0,0,0,0,0,0,145,"50.3%",143,"49.7%",7,"2.4%",206,"71.5%",72,"25.0%",2,"0.7%",1,"0.3%",80,"27.8%",17,"5.9%",256,"88.9%"
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","2014-15",261,31,37,34,37,46,39,37,0,0,0,0,0,0,0,135,"51.7%",126,"48.3%",16,"6.1%",176,"67.4%",64,"24.5%",4,"1.5%",1,"0.4%",78,"29.9%",24,"9.2%",229,"87.7%"
"16K309","P.S. 309 The George E. Wibecan Preparatory Academy","2015-16",237,30,34,35,32,41,36,29,0,0,0,0,0,0,0,118,"49.8%",119,"50.2%",11,"4.6%",146,"61.6%",74,"31.2%",4,"1.7%",2,"0.8%",63,"26.6%",18,"7.6%",187,"78.9%"
"16K335","P.S. 335 Granville T. Woods","2011-12",384,19,54,78,71,59,50,53,0,0,0,0,0,0,0,176,"45.8%",208,"54.2%",3,"0.8%",312,"81.3%",56,"14.6%",7,"1.8%",6,"1.6%",94,"24.5%",13,"3.4%",364,"94.8%"
"16K335","P.S. 335 Granville T. Woods","2012-13",386,19,50,83,64,67,58,45,0,0,0,0,0,0,0,182,"47.2%",204,"52.8%",3,"0.8%",315,"81.6%",56,"14.5%",3,"0.8%",9,"2.3%",88,"22.8%",18,"4.7%",360,"93.3%"
"16K335","P.S. 335 Granville T. Woods","2013-14",375,17,47,62,74,66,60,49,0,0,0,0,0,0,0,174,"46.4%",201,"53.6%",2,"0.5%",302,"80.5%",59,"15.7%",1,"0.3%",11,"2.9%",93,"24.8%",16,"4.3%",352,"93.9%"
"16K335","P.S. 335 Granville T. Woods","2014-15",329,24,41,40,54,63,62,45,0,0,0,0,0,0,0,161,"48.9%",168,"51.1%",2,"0.6%",265,"80.5%",53,"16.1%",1,"0.3%",8,"2.4%",80,"24.3%",16,"4.9%",294,"89.4%"
"16K335","P.S. 335 Granville T. Woods","2015-16",301,21,37,39,39,50,59,56,0,0,0,0,0,0,0,150,"49.8%",151,"50.2%",1,"0.3%",240,"79.7%",54,"17.9%",1,"0.3%",5,"1.7%",56,"18.6%",13,"4.3%",261,"86.7%"
"16K385","School of Business, Finance and Entrepreneurship","2011-12",188,0,0,0,0,0,0,0,54,65,69,0,0,0,0,90,"47.9%",98,"52.1%",1,"0.5%",151,"80.3%",35,"18.6%",1,"0.5%",0,"0.0%",65,"34.6%",16,"8.5%",188,"100.0%"
"16K385","School of Business, Finance and Entrepreneurship","2012-13",157,0,0,0,0,0,0,0,35,49,73,0,0,0,0,79,"50.3%",78,"49.7%",3,"1.9%",127,"80.9%",24,"15.3%",2,"1.3%",1,"0.6%",59,"37.6%",17,"10.8%",157,"100.0%"
"16K385","School of Business, Finance and Entrepreneurship","2013-14",113,0,0,0,0,0,0,0,29,31,53,0,0,0,0,46,"40.7%",67,"59.3%",2,"1.8%",81,"71.7%",26,"23.0%",2,"1.8%",2,"1.8%",43,"38.1%",14,"12.4%",113,"100.0%"
"16K385","School of Business, Finance and Entrepreneurship","2014-15",82,0,0,0,0,0,0,0,24,24,34,0,0,0,0,38,"46.3%",44,"53.7%",1,"1.2%",59,"72.0%",19,"23.2%",1,"1.2%",2,"2.4%",29,"35.4%",9,"11.0%",82,"100.0%"
"16K385","School of Business, Finance and Entrepreneurship","2015-16",60,0,0,0,0,0,0,0,13,22,25,0,0,0,0,25,"41.7%",35,"58.3%",1,"1.7%",48,"80.0%",10,"16.7%",0,"0.0%",1,"1.7%",19,"31.7%",3,"5.0%",60,"100.0%"
"16K393","Frederick Douglass Academy IV Secondary School","2011-12",439,0,0,0,0,0,0,0,46,58,69,85,55,69,57,225,"51.3%",214,"48.7%",4,"0.9%",367,"83.6%",62,"14.1%",4,"0.9%",2,"0.5%",82,"18.7%",7,"1.6%",334,"76.1%"
"16K393","Frederick Douglass Academy IV Secondary School","2012-13",268,0,0,0,0,0,0,0,0,39,50,38,45,44,52,133,"49.6%",135,"50.4%",2,"0.7%",222,"82.8%",41,"15.3%",2,"0.7%",1,"0.4%",64,"23.9%",7,"2.6%",236,"88.1%"
"16K393","Frederick Douglass Academy IV Secondary School","2013-14",155,0,0,0,0,0,0,0,0,0,29,47,26,29,24,76,"49.0%",79,"51.0%",1,"0.6%",132,"85.2%",21,"13.5%",1,"0.6%",0,"0.0%",46,"29.7%",1,"0.6%",141,"91.0%"
"16K393","Frederick Douglass Academy IV Secondary School","2014-15",92,0,0,0,0,0,0,0,0,0,0,24,28,16,24,43,"46.7%",49,"53.3%",1,"1.1%",76,"82.6%",13,"14.1%",2,"2.2%",0,"0.0%",32,"34.8%",1,"1.1%",76,"82.6%"
"16K393","Frederick Douglass Academy IV Secondary School","2015-16",77,0,0,0,0,0,0,0,0,0,0,16,15,25,21,40,"51.9%",37,"48.1%",0,"0.0%",65,"84.4%",12,"15.6%",0,"0.0%",0,"0.0%",27,"35.1%",0,"0.0%",62,"80.5%"
"16K455","Boys and Girls High School","2011-12",1631,0,0,0,0,0,0,0,0,0,0,234,343,498,556,625,"38.3%",1006,"61.7%",8,"0.5%",1468,"90.0%",127,"7.8%",16,"1.0%",12,"0.7%",364,"22.3%",44,"2.7%",1159,"71.1%"
"16K455","Boys and Girls High School","2012-13",1199,0,0,0,0,0,0,0,0,0,0,203,239,318,439,430,"35.9%",769,"64.1%",8,"0.7%",1065,"88.8%",106,"8.8%",11,"0.9%",9,"0.8%",244,"20.4%",34,"2.8%",885,"73.8%"
"16K455","Boys and Girls High School","2013-14",940,0,0,0,0,0,0,0,0,0,0,160,200,219,361,344,"36.6%",596,"63.4%",8,"0.9%",826,"87.9%",80,"8.5%",15,"1.6%",11,"1.2%",209,"22.2%",30,"3.2%",714,"76.0%"
"16K455","Boys and Girls High School","2014-15",648,0,0,0,0,0,0,0,0,0,0,82,160,173,233,224,"34.6%",424,"65.4%",7,"1.1%",568,"87.7%",55,"8.5%",9,"1.4%",9,"1.4%",168,"25.9%",32,"4.9%",479,"73.9%"
"16K455","Boys and Girls High School","2015-16",383,0,0,0,0,0,0,0,0,0,0,73,71,134,105,113,"29.5%",270,"70.5%",5,"1.3%",336,"87.7%",28,"7.3%",9,"2.3%",5,"1.3%",131,"34.2%",16,"4.2%",293,"76.5%"
"16K498","Brooklyn High School for Law and Technology","2011-12",405,0,0,0,0,0,0,0,0,0,0,123,107,87,88,196,"48.4%",209,"51.6%",4,"1.0%",295,"72.8%",101,"24.9%",5,"1.2%",0,"0.0%",84,"20.7%",19,"4.7%",405,"100.0%"
"16K498","Brooklyn High School for Law and Technology","2012-13",460,0,0,0,0,0,0,0,0,0,0,180,132,76,72,209,"45.4%",251,"54.6%",8,"1.7%",351,"76.3%",101,"22.0%",0,"0.0%",0,"0.0%",90,"19.6%",22,"4.8%",408,"88.7%"
"16K498","Brooklyn High School for Law and Technology","2013-14",518,0,0,0,0,0,0,0,0,0,0,181,167,94,76,206,"39.8%",312,"60.2%",11,"2.1%",384,"74.1%",115,"22.2%",4,"0.8%",4,"0.8%",91,"17.6%",20,"3.9%",438,"84.6%"
"16K498","Brooklyn High School for Law and Technology","2014-15",596,0,0,0,0,0,0,0,0,0,0,170,175,150,101,229,"38.4%",367,"61.6%",15,"2.5%",424,"71.1%",144,"24.2%",7,"1.2%",6,"1.0%",102,"17.1%",16,"2.7%",502,"84.2%"
"16K498","Brooklyn High School for Law and Technology","2015-16",650,0,0,0,0,0,0,0,0,0,0,155,170,174,151,251,"38.6%",399,"61.4%",16,"2.5%",459,"70.6%",156,"24.0%",11,"1.7%",8,"1.2%",135,"20.8%",21,"3.2%",508,"78.2%"
"16K534","Upper School @ P.S. 25","2011-12",221,0,0,0,0,0,0,0,67,80,74,0,0,0,0,102,"46.2%",119,"53.8%",1,"0.5%",166,"75.1%",50,"22.6%",1,"0.5%",3,"1.4%",52,"23.5%",16,"7.2%",197,"89.1%"
"16K534","Upper School @ P.S. 25","2012-13",177,0,0,0,0,0,0,0,45,60,72,0,0,0,0,89,"50.3%",88,"49.7%",0,"0.0%",137,"77.4%",39,"22.0%",1,"0.6%",0,"0.0%",45,"25.4%",9,"5.1%",165,"93.2%"
"16K534","Upper School @ P.S. 25","2013-14",151,0,0,0,0,0,0,0,44,41,66,0,0,0,0,75,"49.7%",76,"50.3%",0,"0.0%",114,"75.5%",36,"23.8%",0,"0.0%",1,"0.7%",49,"32.5%",9,"6.0%",142,"94.0%"
"16K534","Upper School @ P.S. 25","2014-15",111,0,0,0,0,0,0,0,29,47,35,0,0,0,0,60,"54.1%",51,"45.9%",0,"0.0%",82,"73.9%",28,"25.2%",1,"0.9%",0,"0.0%",30,"27.0%",7,"6.3%",98,"88.3%"
"16K534","Upper School @ P.S. 25","2015-16",87,0,0,0,0,0,0,0,19,29,39,0,0,0,0,46,"52.9%",41,"47.1%",1,"1.1%",61,"70.1%",23,"26.4%",1,"1.1%",1,"1.1%",28,"32.2%",8,"9.2%",72,"82.8%"
"16K584","M.S. 584","2011-12",180,0,0,0,0,0,0,0,52,59,69,0,0,0,0,97,"53.9%",83,"46.1%",1,"0.6%",154,"85.6%",22,"12.2%",2,"1.1%",1,"0.6%",63,"35.0%",8,"4.4%",171,"95.0%"
"16K584","M.S. 584","2012-13",149,0,0,0,0,0,0,0,30,56,63,0,0,0,0,76,"51.0%",73,"49.0%",2,"1.3%",122,"81.9%",21,"14.1%",2,"1.3%",2,"1.3%",52,"34.9%",10,"6.7%",145,"97.3%"
"16K584","M.S. 584","2013-14",128,0,0,0,0,0,0,0,35,34,59,0,0,0,0,71,"55.5%",57,"44.5%",2,"1.6%",107,"83.6%",16,"12.5%",2,"1.6%",1,"0.8%",45,"35.2%",8,"6.3%",127,"99.2%"
"16K584","M.S. 584","2014-15",104,0,0,0,0,0,0,0,30,42,32,0,0,0,0,53,"51.0%",51,"49.0%",1,"1.0%",81,"77.9%",20,"19.2%",2,"1.9%",0,"0.0%",36,"34.6%",9,"8.7%",93,"89.4%"
"16K584","M.S. 584","2015-16",92,0,0,0,0,0,0,0,25,28,39,0,0,0,0,47,"51.1%",45,"48.9%",1,"1.1%",68,"73.9%",21,"22.8%",2,"2.2%",0,"0.0%",30,"32.6%",9,"9.8%",80,"87.0%"
"16K594","Gotham Professional Arts Academy","2011-12",294,0,0,0,0,0,0,0,0,0,0,98,78,65,53,167,"56.8%",127,"43.2%",3,"1.0%",231,"78.6%",57,"19.4%",1,"0.3%",2,"0.7%",54,"18.4%",7,"2.4%",294,"100.0%"
"16K594","Gotham Professional Arts Academy","2012-13",268,0,0,0,0,0,0,0,0,0,0,75,84,60,49,154,"57.5%",114,"42.5%",3,"1.1%",212,"79.1%",50,"18.7%",2,"0.7%",1,"0.4%",57,"21.3%",3,"1.1%",268,"100.0%"
"16K594","Gotham Professional Arts Academy","2013-14",242,0,0,0,0,0,0,0,0,0,0,52,66,71,53,142,"58.7%",100,"41.3%",2,"0.8%",197,"81.4%",39,"16.1%",2,"0.8%",2,"0.8%",55,"22.7%",3,"1.2%",242,"100.0%"
"16K594","Gotham Professional Arts Academy","2014-15",226,0,0,0,0,0,0,0,0,0,0,50,59,52,65,132,"58.4%",94,"41.6%",1,"0.4%",186,"82.3%",34,"15.0%",3,"1.3%",2,"0.9%",53,"23.5%",4,"1.8%",226,"100.0%"
"16K594","Gotham Professional Arts Academy","2015-16",197,0,0,0,0,0,0,0,0,0,0,61,46,45,45,109,"55.3%",88,"44.7%",0,"0.0%",161,"81.7%",30,"15.2%",5,"2.5%",1,"0.5%",48,"24.4%",6,"3.0%",197,"100.0%"
"16K627","Brighter Choice Community School","2011-12",153,13,25,25,23,20,28,19,0,0,0,0,0,0,0,73,"47.7%",80,"52.3%",2,"1.3%",115,"75.2%",36,"23.5%",0,"0.0%",0,"0.0%",21,"13.7%",8,"5.2%",128,"83.7%"
"16K627","Brighter Choice Community School","2012-13",157,19,17,24,25,27,20,25,0,0,0,0,0,0,0,81,"51.6%",76,"48.4%",2,"1.3%",120,"76.4%",32,"20.4%",1,"0.6%",2,"1.3%",26,"16.6%",10,"6.4%",125,"79.6%"
"16K627","Brighter Choice Community School","2013-14",149,14,23,23,24,24,24,17,0,0,0,0,0,0,0,82,"55.0%",67,"45.0%",0,"0.0%",121,"81.2%",25,"16.8%",1,"0.7%",2,"1.3%",26,"17.4%",6,"4.0%",121,"81.2%"
"16K627","Brighter Choice Community School","2014-15",149,15,26,22,18,21,25,22,0,0,0,0,0,0,0,75,"50.3%",74,"49.7%",0,"0.0%",115,"77.2%",32,"21.5%",0,"0.0%",2,"1.3%",22,"14.8%",4,"2.7%",127,"85.2%"
"16K627","Brighter Choice Community School","2015-16",167,19,23,31,26,22,23,23,0,0,0,0,0,0,0,82,"49.1%",85,"50.9%",0,"0.0%",118,"70.7%",48,"28.7%",0,"0.0%",1,"0.6%",24,"14.4%",6,"3.6%",149,"89.2%"
"16K628","Brooklyn Brownstone School","2011-12",199,18,46,46,34,39,16,0,0,0,0,0,0,0,0,102,"51.3%",97,"48.7%",1,"0.5%",178,"89.4%",14,"7.0%",3,"1.5%",3,"1.5%",19,"9.5%",0,"0.0%",157,"78.9%"
"16K628","Brooklyn Brownstone School","2012-13",215,17,38,53,33,34,30,10,0,0,0,0,0,0,0,116,"54.0%",99,"46.0%",1,"0.5%",187,"87.0%",20,"9.3%",3,"1.4%",4,"1.9%",19,"8.8%",0,"0.0%",146,"67.9%"
"16K628","Brooklyn Brownstone School","2013-14",222,18,52,35,42,24,32,19,0,0,0,0,0,0,0,114,"51.4%",108,"48.6%",1,"0.5%",188,"84.7%",26,"11.7%",2,"0.9%",5,"2.3%",32,"14.4%",0,"0.0%",163,"73.4%"
"16K628","Brooklyn Brownstone School","2014-15",233,36,41,45,28,39,22,22,0,0,0,0,0,0,0,131,"56.2%",102,"43.8%",0,"0.0%",198,"85.0%",21,"9.0%",3,"1.3%",11,"4.7%",32,"13.7%",0,"0.0%",170,"73.0%"
"16K628","Brooklyn Brownstone School","2015-16",222,34,48,34,34,24,32,16,0,0,0,0,0,0,0,120,"54.1%",102,"45.9%",0,"0.0%",182,"82.0%",20,"9.0%",2,"0.9%",18,"8.1%",25,"11.3%",0,"0.0%",143,"64.4%"
"16K636","Young Scholars' Academy for Discovery and Explorat","2011-12",208,18,45,34,32,24,23,32,0,0,0,0,0,0,0,93,"44.7%",115,"55.3%",3,"1.4%",124,"59.6%",75,"36.1%",2,"1.0%",4,"1.9%",29,"13.9%",17,"8.2%",203,"97.6%"
"16K636","Young Scholars' Academy for Discovery and Explorat","2012-13",205,18,37,35,35,30,26,24,0,0,0,0,0,0,0,96,"46.8%",109,"53.2%",4,"2.0%",122,"59.5%",73,"35.6%",2,"1.0%",4,"2.0%",19,"9.3%",17,"8.3%",194,"94.6%"
"16K636","Young Scholars' Academy for Discovery and Explorat","2013-14",188,18,32,33,25,30,26,24,0,0,0,0,0,0,0,94,"50.0%",94,"50.0%",3,"1.6%",109,"58.0%",70,"37.2%",1,"0.5%",5,"2.7%",34,"18.1%",15,"8.0%",176,"93.6%"
"16K636","Young Scholars' Academy for Discovery and Explorat","2014-15",180,25,22,23,32,23,29,26,0,0,0,0,0,0,0,93,"51.7%",87,"48.3%",4,"2.2%",98,"54.4%",75,"41.7%",1,"0.6%",2,"1.1%",28,"15.6%",16,"8.9%",172,"95.6%"
"16K636","Young Scholars' Academy for Discovery and Explorat","2015-16",183,24,24,26,29,31,26,23,0,0,0,0,0,0,0,99,"54.1%",84,"45.9%",1,"0.5%",95,"51.9%",82,"44.8%",0,"0.0%",5,"2.7%",30,"16.4%",7,"3.8%",171,"93.4%"
"16K669","Research and Service High School","2013-14",140,0,0,0,0,0,0,0,0,0,0,45,44,32,19,67,"47.9%",73,"52.1%",0,"0.0%",112,"80.0%",27,"19.3%",0,"0.0%",1,"0.7%",27,"19.3%",3,"2.1%",121,"86.4%"
"16K669","Research and Service High School","2014-15",209,0,0,0,0,0,0,0,0,0,0,49,48,63,49,104,"49.8%",105,"50.2%",1,"0.5%",174,"83.3%",34,"16.3%",0,"0.0%",0,"0.0%",58,"27.8%",10,"4.8%",159,"76.1%"
"16K669","Research and Service High School","2015-16",262,0,0,0,0,0,0,0,0,0,0,77,82,62,41,131,"50.0%",131,"50.0%",0,"0.0%",226,"86.3%",34,"13.0%",1,"0.4%",1,"0.4%",77,"29.4%",7,"2.7%",202,"77.1%"
"16K681","Madiba Prep Middle School","2012-13",92,0,0,0,0,0,0,0,92,0,0,0,0,0,0,41,"44.6%",51,"55.4%",0,"0.0%",77,"83.7%",13,"14.1%",0,"0.0%",2,"2.2%",24,"26.1%",2,"2.2%",87,"94.6%"
"16K681","Madiba Prep Middle School","2013-14",165,0,0,0,0,0,0,0,84,81,0,0,0,0,0,78,"47.3%",87,"52.7%",1,"0.6%",136,"82.4%",25,"15.2%",1,"0.6%",2,"1.2%",42,"25.5%",4,"2.4%",138,"83.6%"
"16K681","Madiba Prep Middle School","2014-15",208,0,0,0,0,0,0,0,49,79,80,0,0,0,0,94,"45.2%",114,"54.8%",1,"0.5%",166,"79.8%",37,"17.8%",1,"0.5%",3,"1.4%",59,"28.4%",6,"2.9%",172,"82.7%"
"16K681","Madiba Prep Middle School","2015-16",173,0,0,0,0,0,0,0,53,46,74,0,0,0,0,75,"43.4%",98,"56.6%",1,"0.6%",132,"76.3%",36,"20.8%",1,"0.6%",3,"1.7%",50,"28.9%",12,"6.9%",146,"84.4%"
"16K688","The Brooklyn Academy of Global Finance","2011-12",159,0,0,0,0,0,0,0,0,0,0,54,61,44,0,77,"48.4%",82,"51.6%",3,"1.9%",118,"74.2%",33,"20.8%",1,"0.6%",4,"2.5%",35,"22.0%",10,"6.3%",159,"100.0%"
"16K688","The Brooklyn Academy of Global Finance","2012-13",176,0,0,0,0,0,0,0,0,0,0,37,47,46,46,83,"47.2%",93,"52.8%",3,"1.7%",135,"76.7%",33,"18.8%",0,"0.0%",5,"2.8%",41,"23.3%",14,"8.0%",176,"100.0%"
"16K688","The Brooklyn Academy of Global Finance","2013-14",148,0,0,0,0,0,0,0,0,0,0,53,38,32,25,65,"43.9%",83,"56.1%",5,"3.4%",105,"70.9%",32,"21.6%",2,"1.4%",4,"2.7%",42,"28.4%",16,"10.8%",148,"100.0%"
"16K688","The Brooklyn Academy of Global Finance","2014-15",152,0,0,0,0,0,0,0,0,0,0,53,41,26,32,63,"41.4%",89,"58.6%",10,"6.6%",109,"71.7%",30,"19.7%",0,"0.0%",3,"2.0%",46,"30.3%",17,"11.2%",152,"100.0%"
"16K688","The Brooklyn Academy of Global Finance","2015-16",126,0,0,0,0,0,0,0,0,0,0,32,34,34,26,53,"42.1%",73,"57.9%",7,"5.6%",95,"75.4%",20,"15.9%",2,"1.6%",2,"1.6%",35,"27.8%",12,"9.5%",126,"100.0%"
